8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209215	0.114846	8.44818	0.251553	8.45	0.25	-3.00027	0
8.50444	0.336402	-0.0568788	1.58458	8.56759	0.241943	8.45	0.25	0	0
8.48959	0.256811	-0.0107609	0.0255288	8.45582	0.253997	8.45	0.25	0	0
8.39979	0.265151	-0.931796	0.0245813	8.42544	0.254042	8.35	0.25	-1.81979	0
8.32654	0.254071	-0.935553	-0.0422867	8.23962	0.24916	8.25	0.25	-1.81978	0
8.09573	0.256623	-1.89438	-0.0532924	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.97837	0.19205	-1.89499	-0.305079	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.7883	0.238651	-2.23489	-0.0500864	7.61269	0.155818	7.7	0.15	-2.99982	0
7.66094	0.193132	-2.2381	-0.188019	7.54016	0.159641	7.55	0.15	-2.99982	0
7.5498	0.17926	-2.17302	-0.199666	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.42244	0.0992866	-2.17309	-0.37941	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.26486	0.106988	-2.27642	-0.300315	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.13279	0.0241329	-2.27799	-0.445109	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
7.01292	-0.0311643	-2.20865	-0.517212	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.88873	-0.142495	-2.20886	-0.672939	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.77755	-0.191134	-2.19453	-0.703134	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.66589	-0.313047	-2.1956	-0.847762	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.61611	-0.4784	-2.06516	-1.07483	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.51572	-0.57094	-2.06383	-1.13291	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.46319	-0.814099	-1.93643	-1.43403	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.36242	-0.939907	-1.93405	-1.4972	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.2786	-1.09257	-1.90187	-1.60043	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.17869	-1.19812	-1.89962	-1.62182	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.18202	-1.73171	-1.71999	-2.23496	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.11013	-1.80143	-1.70322	-2.17598	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.04923	-2.04146	-1.67021	-2.34016	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
5.9894	-2.10863	-1.65248	-2.28916	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
5.94818	-2.57418	-1.57759	-2.71155	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
